korean,latin,transcription
뀈,ggwek,k͈wekʰ
뀉,ggwet,k͈wetʰ
뀊,ggwep,k͈wepʰ
뀋,ggweh,k͈weh
뀌,ggwi,k͈wi
뀍,ggwig,k͈wik
뀎,ggwigg,k͈wik͈
뀏,ggwigs,k͈wiks
뀐,ggwin,k͈win
뀑,ggwinj,k͈winɟ
뀒,ggwinh,k͈winh
뀓,ggwid,k͈wit
뀔,ggwil,k͈wiɾ
뀕,ggwilg,k͈wilg
뀖,ggwilm,k͈wilm
뀗,ggwilb,k͈wilb
뀘,ggwils,k͈wils
뀙,ggwilt,k͈wiltʰ
뀚,ggwilp,k͈wilpʰ
뀛,ggwilh,k͈wilh
뀜,ggwim,k͈wim
뀝,ggwib,k͈wip
뀞,ggwibs,k͈wips
뀟,ggwis,k͈wis
뀠,ggwiss,k͈wis͈
뀡,ggwing,k͈wiŋ
뀢,ggwij,k͈wic
뀣,ggwich,k͈wicʰ
뀤,ggwik,k͈wikʰ
뀥,ggwit,k͈witʰ
뀦,ggwip,k͈wipʰ
뀧,ggwih,k͈wih
뀨,ggyu,k͈ju
뀩,ggyug,k͈juk
뀪,ggyugg,k͈juk͈
뀫,ggyugs,k͈juks
뀬,ggyun,k͈jun
뀭,ggyunj,k͈junɟ
뀮,ggyunh,k͈junh
뀯,ggyud,k͈jut
뀰,ggyul,k͈juɾ
뀱,ggyulg,k͈julg
뀲,ggyulm,k͈julm
뀳,ggyulb,k͈julb
뀴,ggyuls,k͈juls
뀵,ggyult,k͈jultʰ
뀶,ggyulp,k͈julpʰ
뀷,ggyulh,k͈julh
뀸,ggyum,k͈jum
뀹,ggyub,k͈jup
뀺,ggyubs,k͈jups
뀻,ggyus,k͈jus
뀼,ggyuss,k͈jus͈
뀽,ggyung,k͈juŋ
뀾,ggyuj,k͈juc
뀿,ggyuch,k͈jucʰ
끀,ggyuk,k͈jukʰ
끁,ggyut,k͈jutʰ
끂,ggyup,k͈jupʰ
끃,ggyuh,k͈juh
끄,ggeu,k͈ɨ
끅,ggeug,k͈ɨk
끆,ggeugg,k͈ɨk͈
끇,ggeugs,k͈ɨks
끈,ggeun,k͈ɨn
끉,ggeunj,k͈ɨnɟ
끊,ggeunh,k͈ɨnh
끋,ggeud,k͈ɨt
끌,ggeul,k͈ɨɾ
끍,ggeulg,k͈ɨlg
끎,ggeulm,k͈ɨlm
끏,ggeulb,k͈ɨlb
끐,ggeuls,k͈ɨls
끑,ggeult,k͈ɨltʰ
끒,ggeulp,k͈ɨlpʰ
끓,ggeulh,k͈ɨlh
끔,ggeum,k͈ɨm
끕,ggeub,k͈ɨp
끖,ggeubs,k͈ɨps
끗,ggeus,k͈ɨs
끘,ggeuss,k͈ɨs͈
끙,ggeung,k͈ɨŋ
끚,ggeuj,k͈ɨc
끛,ggeuch,k͈ɨcʰ
끜,ggeuk,k͈ɨkʰ
끝,ggeut,k͈ɨtʰ
끞,ggeup,k͈ɨpʰ
끟,ggeuh,k͈ɨh
끠,ggyi,k͈ы
끡,ggyig,k͈ыk
끢,ggyigg,k͈ыk͈
끣,ggyigs,k͈ыks
끤,ggyin,k͈ыn
끥,ggyinj,k͈ыnɟ
끦,ggyinh,k͈ыnh
끧,ggyid,k͈ыt
끨,ggyil,k͈ыɾ
끩,ggyilg,k͈ыlg
끪,ggyilm,k͈ыlm
끫,ggyilb,k͈ыlb
끬,ggyils,k͈ыls
끭,ggyilt,k͈ыltʰ
끮,ggyilp,k͈ыlpʰ
끯,ggyilh,k͈ыlh
끰,ggyim,k͈ыm
끱,ggyib,k͈ыp
끲,ggyibs,k͈ыps
끳,ggyis,k͈ыs
끴,ggyiss,k͈ыs͈
끵,ggying,k͈ыŋ
끶,ggyij,k͈ыc
끷,ggyich,k͈ыcʰ
끸,ggyik,k͈ыkʰ
끹,ggyit,k͈ыtʰ
끺,ggyip,k͈ыpʰ
끻,ggyih,k͈ыh
끼,ggi,k͈i
끽,ggig,k͈ik
끾,ggigg,k͈ik͈
끿,ggigs,k͈iks
낀,ggin,k͈in
낁,gginj,k͈inɟ
낂,gginh,k͈inh
낃,ggid,k͈it
낄,ggil,k͈iɾ
낅,ggilg,k͈ilg
낆,ggilm,k͈ilm
낇,ggilb,k͈ilb
낈,ggils,k͈ils
낉,ggilt,k͈iltʰ
낊,ggilp,k͈ilpʰ
낋,ggilh,k͈ilh
낌,ggim,k͈im
낍,ggib,k͈ip
낎,ggibs,k͈ips
낏,ggis,k͈is
낐,ggiss,k͈is͈
낑,gging,k͈iŋ
낒,ggij,k͈ic
낓,ggich,k͈icʰ
낔,ggik,k͈ikʰ
낕,ggit,k͈itʰ
낖,ggip,k͈ipʰ
낗,ggih,k͈ih
나,na,na
낙,nag,nak
낚,nagg,nak͈
낛,nags,naks
난,nan,nan
낝,nanj,nanɟ
낞,nanh,nanh
낟,nad,nat
날,nal,naɾ
낡,nalg,nalg
낢,nalm,nalm
낣,nalb,nalb
낤,nals,nals
낥,nalt,naltʰ
낦,nalp,nalpʰ
낧,nalh,nalh
남,nam,nam
납,nab,nap
낪,nabs,naps
낫,nas,nas
났,nass,nas͈
낭,nang,naŋ
낮,naj,nac
낯,nach,nacʰ
낰,nak,nakʰ
낱,nat,natʰ
낲,nap,napʰ
낳,nah,nah
내,nae,nɛ
낵,naeg,nɛk
낶,naegg,nɛk͈
낷,naegs,nɛks
낸,naen,nɛn
낹,naenj,nɛnɟ
낺,naenh,nɛnh
낻,naed,nɛt
낼,nael,nɛɾ
낽,naelg,nɛlg
낾,naelm,nɛlm
낿,naelb,nɛlb
냀,naels,nɛls
냁,naelt,nɛltʰ
냂,naelp,nɛlpʰ
냃,naelh,nɛlh
냄,naem,nɛm
냅,naeb,nɛp
냆,naebs,nɛps
냇,naes,nɛs
냈,naess,nɛs͈
냉,naeng,nɛŋ
냊,naej,nɛc
냋,naech,nɛcʰ
냌,naek,nɛkʰ
냍,naet,nɛtʰ
냎,naep,nɛpʰ
냏,naeh,nɛh
냐,nya,nja
냑,nyag,njak
냒,nyagg,njak͈
냓,nyags,njaks
냔,nyan,njan
냕,nyanj,njanɟ
냖,nyanh,njanh
냗,nyad,njat
냘,nyal,njaɾ
냙,nyalg,njalg
냚,nyalm,njalm
냛,nyalb,njalb
냜,nyals,njals
냝,nyalt,njaltʰ
냞,nyalp,njalpʰ
냟,nyalh,njalh
냠,nyam,njam
냡,nyab,njap
냢,nyabs,njaps
냣,nyas,njas
냤,nyass,njas͈
냥,nyang,njaŋ
냦,nyaj,njac
냧,nyach,njacʰ
냨,nyak,njakʰ
냩,nyat,njatʰ
냪,nyap,njapʰ
냫,nyah,njah
냬,nyae,nja
냭,nyaeg,njaek
냮,nyaegg,njaek͈
냯,nyaegs,njaeks
냰,nyaen,njaen
냱,nyaenj,njaenɟ
냲,nyaenh,njaenh
냳,nyaed,njaet
냴,nyael,njaeɾ
냵,nyaelg,njaelg
냶,nyaelm,njaelm
냷,nyaelb,njaelb
냸,nyaels,njaels
냹,nyaelt,njaeltʰ
냺,nyaelp,njaelpʰ
냻,nyaelh,njaelh
냼,nyaem,njaem
냽,nyaeb,njaep
냾,nyaebs,njaeps
냿,nyaes,njaes
넀,nyaess,njaes͈
넁,nyaeng,njaeŋ
넂,nyaej,njaec
넃,nyaech,njaecʰ
넄,nyaek,njaekʰ
넅,nyaet,njaetʰ
넆,nyaep,njaepʰ
넇,nyaeh,njaeh
너,neo,neo
넉,neog,neok
넊,neogg,neok͈
넋,neogs,neoks
넌,neon,neon
넍,neonj,neonɟ
넎,neonh,neonh
넏,neod,neot
널,neol,neoɾ
넑,neolg,neolg
넒,neolm,neolm
넓,neolb,neolb
넔,neols,neols
넕,neolt,neoltʰ
넖,neolp,neolpʰ
넗,neolh,neolh
넘,neom,neom
넙,neob,neop
넚,neobs,neops
넛,neos,neos
넜,neoss,neos͈
넝,neong,neoŋ
넞,neoj,neoc
넟,neoch,neocʰ
넠,neok,neokʰ
넡,neot,neotʰ
넢,neop,neopʰ
넣,neoh,neoh
네,ne,ne
넥,neg,nek
넦,negg,nek͈
넧,negs,neks
넨,nen,nen
넩,nenj,nenɟ
넪,nenh,nenh
넫,ned,net
넬,nel,neɾ
넭,nelg,nelg
넮,nelm,nelm
넯,nelb,nelb
넰,nels,nels
넱,nelt,neltʰ
넲,nelp,nelpʰ
넳,nelh,nelh
넴,nem,nem
넵,neb,nep
넶,nebs,neps
넷,nes,nes
넸,ness,nes͈
넹,neng,neŋ
넺,nej,nec
넻,nech,necʰ
넼,nek,nekʰ
넽,net,netʰ
넾,nep,nepʰ
넿,neh,neh
녀,nyeo,njeo
녁,nyeog,njeok
녂,nyeogg,njeok͈
녃,nyeogs,njeoks
년,nyeon,njeon
녅,nyeonj,njeonɟ
녆,nyeonh,njeonh
녇,nyeod,njeot
녈,nyeol,njeoɾ
녉,nyeolg,njeolg
녊,nyeolm,njeolm
녋,nyeolb,njeolb
녌,nyeols,njeols
녍,nyeolt,njeoltʰ
녎,nyeolp,njeolpʰ
녏,nyeolh,njeolh
념,nyeom,njeom
녑,nyeob,njeop
녒,nyeobs,njeops
녓,nyeos,njeos
녔,nyeoss,njeos͈
녕,nyeong,njeoŋ
녖,nyeoj,njeoc
녗,nyeoch,njeocʰ
녘,nyeok,njeokʰ
녙,nyeot,njeotʰ
녚,nyeop,njeopʰ
녛,nyeoh,njeoh
녜,nye,nje
녝,nyeg,njek
녞,nyegg,njek͈
녟,nyegs,njeks
녠,nyen,njen
녡,nyenj,njenɟ
녢,nyenh,njenh
녣,nyed,njet
녤,nyel,njeɾ
녥,nyelg,njelg
녦,nyelm,njelm
녧,nyelb,njelb
녨,nyels,njels
녩,nyelt,njeltʰ
녪,nyelp,njelpʰ
녫,nyelh,njelh
녬,nyem,njem
녭,nyeb,njep
녮,nyebs,njeps
녯,nyes,njes
녰,nyess,njes͈
녱,nyeng,njeŋ
녲,nyej,njec
녳,nyech,njecʰ
녴,nyek,njekʰ
녵,nyet,njetʰ
녶,nyep,njepʰ
녷,nyeh,njeh
노,no,no
녹,nog,nok
녺,nogg,nok͈
녻,nogs,noks
논,non,non
녽,nonj,nonɟ
녾,nonh,nonh
녿,nod,not
놀,nol,noɾ
놁,nolg,nolg
놂,nolm,nolm
놃,nolb,nolb
놄,nols,nols
놅,nolt,noltʰ
놆,nolp,nolpʰ
놇,nolh,nolh
놈,nom,nom
놉,nob,nop
놊,nobs,nops
놋,nos,nos
놌,noss,nos͈
농,nong,noŋ
놎,noj,noc
놏,noch,nocʰ
놐,nok,nokʰ
놑,not,notʰ
높,nop,nopʰ
놓,noh,noh
놔,nwa,nwa
놕,nwag,nwak
놖,nwagg,nwak͈
놗,nwags,nwaks
놘,nwan,nwan
놙,nwanj,nwanɟ
놚,nwanh,nwanh
놛,nwad,nwat
놜,nwal,nwaɾ
놝,nwalg,nwalg
놞,nwalm,nwalm
놟,nwalb,nwalb
놠,nwals,nwals
놡,nwalt,nwaltʰ
놢,nwalp,nwalpʰ
놣,nwalh,nwalh
놤,nwam,nwam
놥,nwab,nwap
놦,nwabs,nwaps
놧,nwas,nwas
놨,nwass,nwas͈
놩,nwang,nwaŋ
놪,nwaj,nwac
놫,nwach,nwacʰ
놬,nwak,nwakʰ
놭,nwat,nwatʰ
놮,nwap,nwapʰ
놯,nwah,nwah
놰,nwae,nwa
놱,nwaeg,nwaek
놲,nwaegg,nwaek͈
놳,nwaegs,nwaeks
놴,nwaen,nwaen
놵,nwaenj,nwaenɟ
놶,nwaenh,nwaenh
놷,nwaed,nwaet
놸,nwael,nwaeɾ
놹,nwaelg,nwaelg
놺,nwaelm,nwaelm
놻,nwaelb,nwaelb
놼,nwaels,nwaels
놽,nwaelt,nwaeltʰ
놾,nwaelp,nwaelpʰ
놿,nwaelh,nwaelh
뇀,nwaem,nwaem
뇁,nwaeb,nwaep
뇂,nwaebs,nwaeps
뇃,nwaes,nwaes
뇄,nwaess,nwaes͈
뇅,nwaeng,nwaeŋ
뇆,nwaej,nwaec
뇇,nwaech,nwaecʰ
뇈,nwaek,nwaekʰ
뇉,nwaet,nwaetʰ
뇊,nwaep,nwaepʰ
뇋,nwaeh,nwaeh
뇌,noe,nwe
뇍,noeg,nwek
뇎,noegg,nwek͈
뇏,noegs,nweks
뇐,noen,nwen
뇑,noenj,nwenɟ
뇒,noenh,nwenh
뇓,noed,nwet
뇔,noel,nweɾ
뇕,noelg,nwelg
뇖,noelm,nwelm
뇗,noelb,nwelb
뇘,noels,nwels
뇙,noelt,nweltʰ
뇚,noelp,nwelpʰ
뇛,noelh,nwelh
뇜,noem,nwem
뇝,noeb,nwep
뇞,noebs,nweps
뇟,noes,nwes
뇠,noess,nwes͈
뇡,noeng,nweŋ
뇢,noej,nwec
뇣,noech,nwecʰ
뇤,noek,nwekʰ
뇥,noet,nwetʰ
뇦,noep,nwepʰ
뇧,noeh,nweh
뇨,nyo,nyo
뇩,nyog,nyok
뇪,nyogg,nyok͈
뇫,nyogs,nyoks
뇬,nyon,nyon
뇭,nyonj,nyonɟ
뇮,nyonh,nyonh
뇯,nyod,nyot
뇰,nyol,nyoɾ
뇱,nyolg,nyolg
뇲,nyolm,nyolm
뇳,nyolb,nyolb
뇴,nyols,nyols
뇵,nyolt,nyoltʰ
뇶,nyolp,nyolpʰ
뇷,nyolh,nyolh
뇸,nyom,nyom
뇹,nyob,nyop
뇺,nyobs,nyops
뇻,nyos,nyos
뇼,nyoss,nyos͈
뇽,nyong,nyoŋ
뇾,nyoj,nyoc
뇿,nyoch,nyocʰ
눀,nyok,nyokʰ
눁,nyot,nyotʰ
눂,nyop,nyopʰ
눃,nyoh,nyoh
누,nu,nu
눅,nug,nuk
눆,nugg,nuk͈
눇,nugs,nuks
눈,nun,nun
눉,nunj,nunɟ
눊,nunh,nunh
눋,nud,nut
눌,nul,nuɾ
눍,nulg,nulg
눎,nulm,nulm
눏,nulb,nulb
눐,nuls,nuls
눑,nult,nultʰ
눒,nulp,nulpʰ
눓,nulh,nulh
눔,num,num
눕,nub,nup
눖,nubs,nups
눗,nus,nus
눘,nuss,nus͈
눙,nung,nuŋ
눚,nuj,nuc
눛,nuch,nucʰ
눜,nuk,nukʰ
눝,nut,nutʰ
눞,nup,nupʰ
눟,nuh,nuh
눠,nweo,nweo
눡,nweog,nweok
눢,nweogg,nweok͈
눣,nweogs,nweoks
눤,nweon,nweon
눥,nweonj,nweonɟ
눦,nweonh,nweonh
눧,nweod,nweot
눨,nweol,nweoɾ
눩,nweolg,nweolg
눪,nweolm,nweolm
눫,nweolb,nweolb
눬,nweols,nweols
눭,nweolt,nweoltʰ
눮,nweolp,nweolpʰ
눯,nweolh,nweolh
눰,nweom,nweom
눱,nweob,nweop
눲,nweobs,nweops
눳,nweos,nweos
눴,nweoss,nweos͈
눵,nweong,nweoŋ
눶,nweoj,nweoc
눷,nweoch,nweocʰ
눸,nweok,nweokʰ
눹,nweot,nweotʰ
눺,nweop,nweopʰ
눻,nweoh,nweoh
눼,nwe,nwe
눽,nweg,nwek
눾,nwegg,nwek͈
눿,nwegs,nweks
뉀,nwen,nwen
뉁,nwenj,nwenɟ
뉂,nwenh,nwenh
뉃,nwed,nwet
뉄,nwel,nweɾ
뉅,nwelg,nwelg
뉆,nwelm,nwelm
뉇,nwelb,nwelb
뉈,nwels,nwels
뉉,nwelt,nweltʰ
뉊,nwelp,nwelpʰ
뉋,nwelh,nwelh
뉌,nwem,nwem
뉍,nweb,nwep
뉎,nwebs,nweps
뉏,nwes,nwes
뉐,nwess,nwes͈
뉑,nweng,nweŋ
뉒,nwej,nwec
뉓,nwech,nwecʰ
뉔,nwek,nwekʰ
뉕,nwet,nwetʰ
뉖,nwep,nwepʰ
뉗,nweh,nweh
뉘,nwi,nwi
뉙,nwig,nwik
뉚,nwigg,nwik͈
뉛,nwigs,nwiks
뉜,nwin,nwin
뉝,nwinj,nwinɟ
뉞,nwinh,nwinh
뉟,nwid,nwit
뉠,nwil,nwiɾ
뉡,nwilg,nwilg
뉢,nwilm,nwilm
뉣,nwilb,nwilb
뉤,nwils,nwils
뉥,nwilt,nwiltʰ
뉦,nwilp,nwilpʰ
뉧,nwilh,nwilh
뉨,nwim,nwim
뉩,nwib,nwip
뉪,nwibs,nwips
뉫,nwis,nwis
뉬,nwiss,nwis͈
뉭,nwing,nwiŋ
뉮,nwij,nwic
뉯,nwich,nwicʰ
뉰,nwik,nwikʰ
뉱,nwit,nwitʰ
뉲,nwip,nwipʰ
뉳,nwih,nwih
뉴,nyu,nju
뉵,nyug,njuk
뉶,nyugg,njuk͈
뉷,nyugs,njuks
뉸,nyun,njun
뉹,nyunj,njunɟ
뉺,nyunh,njunh
뉻,nyud,njut
뉼,nyul,njuɾ
뉽,nyulg,njulg
뉾,nyulm,njulm
뉿,nyulb,njulb
늀,nyuls,njuls
늁,nyult,njultʰ
늂,nyulp,njulpʰ
늃,nyulh,njulh
늄,nyum,njum
늅,nyub,njup
늆,nyubs,njups
늇,nyus,njus
늈,nyuss,njus͈
늉,nyung,njuŋ
늊,nyuj,njuc
늋,nyuch,njucʰ
늌,nyuk,njukʰ
늍,nyut,njutʰ
늎,nyup,njupʰ
늏,nyuh,njuh
느,neu,nɨ
늑,neug,nɨk
늒,neugg,nɨk͈
늓,neugs,nɨks
는,neun,nɨn
늕,neunj,nɨnɟ
늖,neunh,nɨnh
늗,neud,nɨt
늘,neul,nɨɾ
늙,neulg,nɨlg
늚,neulm,nɨlm
늛,neulb,nɨlb
늜,neuls,nɨls
늝,neult,nɨltʰ
늞,neulp,nɨlpʰ
늟,neulh,nɨlh
늠,neum,nɨm
늡,neub,nɨp
늢,neubs,nɨps
늣,neus,nɨs
늤,neuss,nɨs͈
능,neung,nɨŋ
늦,neuj,nɨc
늧,neuch,nɨcʰ
늨,neuk,nɨkʰ
늩,neut,nɨtʰ
늪,neup,nɨpʰ
늫,neuh,nɨh
늬,nyi,nы
늭,nyig,nыk
늮,nyigg,nыk͈
늯,nyigs,nыks
늰,nyin,nыn
늱,nyinj,nыnɟ
늲,nyinh,nыnh
늳,nyid,nыt
늴,nyil,nыɾ
늵,nyilg,nыlg
늶,nyilm,nыlm
늷,nyilb,nыlb
늸,nyils,nыls
늹,nyilt,nыltʰ
늺,nyilp,nыlpʰ
늻,nyilh,nыlh
늼,nyim,nыm
늽,nyib,nыp
늾,nyibs,nыps
늿,nyis,nыs
닀,nyiss,nыs͈
닁,nying,nыŋ
닂,nyij,nыc
닃,nyich,nыcʰ
닄,nyik,nыkʰ
닅,nyit,nыtʰ
닆,nyip,nыpʰ
닇,nyih,nыh
니,ni,ni
닉,nig,nik
닊,nigg,nik͈
닋,nigs,niks
닌,nin,nin
닍,ninj,ninɟ
닎,ninh,ninh
닏,nid,nit
닐,nil,niɾ
닑,nilg,nilg
닒,nilm,nilm
닓,nilb,nilb
닔,nils,nils
닕,nilt,niltʰ
닖,nilp,nilpʰ
닗,nilh,nilh
님,nim,nim
닙,nib,nip
닚,nibs,nips
닛,nis,nis
닜,niss,nis͈
닝,ning,niŋ
닞,nij,nic
닟,nich,nicʰ
닠,nik,nikʰ
닡,nit,nitʰ
닢,nip,nipʰ
닣,nih,nih
다,da,ta
닥,dag,tak
닦,dagg,tak͈
닧,dags,taks
단,dan,tan
닩,danj,tanɟ
닪,danh,tanh
닫,dad,tat
달,dal,taɾ
닭,dalg,talg
닮,dalm,talm
닯,dalb,talb
닰,dals,tals
닱,dalt,taltʰ
닲,dalp,talpʰ
닳,dalh,talh
담,dam,tam
답,dab,tap
닶,dabs,taps
닷,das,tas
닸,dass,tas͈
당,dang,taŋ
닺,daj,tac
닻,dach,tacʰ
닼,dak,takʰ
닽,dat,tatʰ
닾,dap,tapʰ
닿,dah,tah
대,dae,tɛ
댁,daeg,tɛk
댂,daegg,tɛk͈
댃,daegs,tɛks
댄,daen,tɛn
댅,daenj,tɛnɟ
댆,daenh,tɛnh
댇,daed,tɛt
댈,dael,tɛɾ
댉,daelg,tɛlg
댊,daelm,tɛlm
댋,daelb,tɛlb
댌,daels,tɛls
댍,daelt,tɛltʰ
댎,daelp,tɛlpʰ
댏,daelh,tɛlh
댐,daem,tɛm
댑,daeb,tɛp
댒,daebs,tɛps
댓,daes,tɛs
댔,daess,tɛs͈
댕,daeng,tɛŋ
댖,daej,tɛc
댗,daech,tɛcʰ
댘,daek,tɛkʰ
댙,daet,tɛtʰ
댚,daep,tɛpʰ
댛,daeh,tɛh
댜,dya,tja
댝,dyag,tjak
댞,dyagg,tjak͈
댟,dyags,tjaks
댠,dyan,tjan
댡,dyanj,tjanɟ
댢,dyanh,tjanh
댣,dyad,tjat
댤,dyal,tjaɾ
댥,dyalg,tjalg
댦,dyalm,tjalm
댧,dyalb,tjalb
댨,dyals,tjals
댩,dyalt,tjaltʰ
댪,dyalp,tjalpʰ
댫,dyalh,tjalh
댬,dyam,tjam
댭,dyab,tjap
댮,dyabs,tjaps
댯,dyas,tjas
댰,dyass,tjas͈
댱,dyang,tjaŋ
댲,dyaj,tjac
댳,dyach,tjacʰ
댴,dyak,tjakʰ
댵,dyat,tjatʰ
댶,dyap,tjapʰ
댷,dyah,tjah
댸,dyae,tja
댹,dyaeg,tjaek
댺,dyaegg,tjaek͈
댻,dyaegs,tjaeks
댼,dyaen,tjaen
댽,dyaenj,tjaenɟ
댾,dyaenh,tjaenh
댿,dyaed,tjaet
덀,dyael,tjaeɾ
덁,dyaelg,tjaelg
덂,dyaelm,tjaelm
덃,dyaelb,tjaelb
덄,dyaels,tjaels
덅,dyaelt,tjaeltʰ
덆,dyaelp,tjaelpʰ
덇,dyaelh,tjaelh
덈,dyaem,tjaem
덉,dyaeb,tjaep
덊,dyaebs,tjaeps
덋,dyaes,tjaes
덌,dyaess,tjaes͈
덍,dyaeng,tjaeŋ
덎,dyaej,tjaec
덏,dyaech,tjaecʰ
덐,dyaek,tjaekʰ
덑,dyaet,tjaetʰ
덒,dyaep,tjaepʰ
덓,dyaeh,tjaeh
더,deo,teo
덕,deog,teok
덖,deogg,teok͈
덗,deogs,teoks
던,deon,teon
덙,deonj,teonɟ
덚,deonh,teonh
덛,deod,teot
덜,deol,teoɾ
덝,deolg,teolg
덞,deolm,teolm
덟,deolb,teolb
덠,deols,teols
덡,deolt,teoltʰ
덢,deolp,teolpʰ
덣,deolh,teolh
덤,deom,teom
덥,deob,teop
덦,deobs,teops
덧,deos,teos
덨,deoss,teos͈
덩,deong,teoŋ
덪,deoj,teoc
덫,deoch,teocʰ
덬,deok,teokʰ
덭,deot,teotʰ
덮,deop,teopʰ
덯,deoh,teoh
데,de,te
덱,deg,tek
덲,degg,tek͈
덳,degs,teks
덴,den,ten
덵,denj,tenɟ
덶,denh,tenh
덷,ded,tet
델,del,teɾ
덹,delg,telg
덺,delm,telm
덻,delb,telb
덼,dels,tels
덽,delt,teltʰ
덾,delp,telpʰ
덿,delh,telh
뎀,dem,tem
뎁,deb,tep
뎂,debs,teps
뎃,des,tes
뎄,dess,tes͈
뎅,deng,teŋ
뎆,dej,tec
뎇,dech,tecʰ
뎈,dek,tekʰ
뎉,det,tetʰ
뎊,dep,tepʰ
뎋,deh,teh
뎌,dyeo,tjeo
뎍,dyeog,tjeok
뎎,dyeogg,tjeok͈
뎏,dyeogs,tjeoks
뎐,dyeon,tjeon
뎑,dyeonj,tjeonɟ
뎒,dyeonh,tjeonh
뎓,dyeod,tjeot
뎔,dyeol,tjeoɾ
뎕,dyeolg,tjeolg
뎖,dyeolm,tjeolm
뎗,dyeolb,tjeolb
뎘,dyeols,tjeols
뎙,dyeolt,tjeoltʰ
뎚,dyeolp,tjeolpʰ
뎛,dyeolh,tjeolh
뎜,dyeom,tjeom
뎝,dyeob,tjeop
뎞,dyeobs,tjeops
뎟,dyeos,tjeos
뎠,dyeoss,tjeos͈
뎡,dyeong,tjeoŋ
뎢,dyeoj,tjeoc
뎣,dyeoch,tjeocʰ
뎤,dyeok,tjeokʰ
뎥,dyeot,tjeotʰ
뎦,dyeop,tjeopʰ
뎧,dyeoh,tjeoh
뎨,dye,tje
뎩,dyeg,tjek
뎪,dyegg,tjek͈
뎫,dyegs,tjeks
뎬,dyen,tjen
뎭,dyenj,tjenɟ
뎮,dyenh,tjenh
뎯,dyed,tjet
뎰,dyel,tjeɾ
뎱,dyelg,tjelg
뎲,dyelm,tjelm
뎳,dyelb,tjelb
뎴,dyels,tjels
뎵,dyelt,tjeltʰ
뎶,dyelp,tjelpʰ
뎷,dyelh,tjelh
뎸,dyem,tjem
뎹,dyeb,tjep
뎺,dyebs,tjeps
뎻,dyes,tjes
뎼,dyess,tjes͈
뎽,dyeng,tjeŋ
뎾,dyej,tjec
뎿,dyech,tjecʰ
돀,dyek,tjekʰ
돁,dyet,tjetʰ
돂,dyep,tjepʰ
돃,dyeh,tjeh
도,do,to
독,dog,tok
돆,dogg,tok͈
돇,dogs,toks
돈,don,ton
돉,donj,tonɟ
돊,donh,tonh
돋,dod,tot
돌,dol,toɾ
돍,dolg,tolg
돎,dolm,tolm
돏,dolb,tolb
돐,dols,tols
돑,dolt,toltʰ
돒,dolp,tolpʰ
돓,dolh,tolh
돔,dom,tom
돕,dob,top
돖,dobs,tops
돗,dos,tos
돘,doss,tos͈
동,dong,toŋ
돚,doj,toc
돛,doch,tocʰ
돜,dok,tokʰ
돝,dot,totʰ
돞,dop,topʰ
돟,doh,toh
돠,dwa,twa
돡,dwag,twak
돢,dwagg,twak͈
돣,dwags,twaks
돤,dwan,twan
돥,dwanj,twanɟ
돦,dwanh,twanh
돧,dwad,twat
돨,dwal,twaɾ
돩,dwalg,twalg
돪,dwalm,twalm
돫,dwalb,twalb
돬,dwals,twals
돭,dwalt,twaltʰ
돮,dwalp,twalpʰ
돯,dwalh,twalh
돰,dwam,twam
돱,dwab,twap
돲,dwabs,twaps
돳,dwas,twas
돴,dwass,twas͈
돵,dwang,twaŋ
돶,dwaj,twac
돷,dwach,twacʰ
돸,dwak,twakʰ
돹,dwat,twatʰ
돺,dwap,twapʰ
돻,dwah,twah
돼,dwae,twa
돽,dwaeg,twaek
돾,dwaegg,twaek͈
돿,dwaegs,twaeks
됀,dwaen,twaen
됁,dwaenj,twaenɟ
됂,dwaenh,twaenh
됃,dwaed,twaet
됄,dwael,twaeɾ
됅,dwaelg,twaelg
됆,dwaelm,twaelm
됇,dwaelb,twaelb
됈,dwaels,twaels
됉,dwaelt,twaeltʰ
됊,dwaelp,twaelpʰ
됋,dwaelh,twaelh
됌,dwaem,twaem
됍,dwaeb,twaep
됎,dwaebs,twaeps
됏,dwaes,twaes
됐,dwaess,twaes͈
됑,dwaeng,twaeŋ
됒,dwaej,twaec
됓,dwaech,twaecʰ
됔,dwaek,twaekʰ
됕,dwaet,twaetʰ
됖,dwaep,twaepʰ
됗,dwaeh,twaeh
되,doe,twe
됙,doeg,twek
됚,doegg,twek͈
됛,doegs,tweks
된,doen,twen
됝,doenj,twenɟ
됞,doenh,twenh
됟,doed,twet
될,doel,tweɾ
됡,doelg,twelg
됢,doelm,twelm
됣,doelb,twelb
됤,doels,twels
됥,doelt,tweltʰ
됦,doelp,twelpʰ
됧,doelh,twelh
됨,doem,twem
됩,doeb,twep
됪,doebs,tweps
됫,does,twes
됬,doess,twes͈
됭,doeng,tweŋ
됮,doej,twec
됯,doech,twecʰ
됰,doek,twekʰ
됱,doet,twetʰ
됲,doep,twepʰ
됳,doeh,tweh
됴,dyo,tyo
됵,dyog,tyok
됶,dyogg,tyok͈
됷,dyogs,tyoks
됸,dyon,tyon
됹,dyonj,tyonɟ
됺,dyonh,tyonh
됻,dyod,tyot
됼,dyol,tyoɾ
됽,dyolg,tyolg
됾,dyolm,tyolm
됿,dyolb,tyolb
둀,dyols,tyols
둁,dyolt,tyoltʰ
